Place Name,Quarter,State,Total Amount,Total Transactions count,Year
khargone district,1,madhya-pradesh,5022742955.5200615,2478158.0,2021
satna district,1,madhya-pradesh,4816296175.732275,2437515.0,2021
narsinghpur district,1,madhya-pradesh,3177530090.950204,1563580.0,2021
jabalpur district,1,madhya-pradesh,11341470367.9353,6508756.0,2021
hoshangabad district,1,madhya-pradesh,3776567780.3799844,2149209.0,2021
vidisha district,1,madhya-pradesh,4298632208.617512,2319909.0,2021
balaghat district,1,madhya-pradesh,4600620055.8422165,2315936.0,2021
singrauli district,1,madhya-pradesh,4545863631.10256,2282715.0,2021
betul district,1,madhya-pradesh,4370416166.62771,2398625.0,2021
sidhi district,1,madhya-pradesh,2364548733.167993,1032630.0,2021
datia district,1,madhya-pradesh,1461101645.641393,635398.0,2021
dewas district,1,madhya-pradesh,6833124438.36656,3992803.0,2021
sheopur district,1,madhya-pradesh,999133018.2733552,441474.0,2021
neemuch district,1,madhya-pradesh,2652786981.404075,1242613.0,2021
raisen district,1,madhya-pradesh,4173866749.222631,2579640.0,2021
mandsaur district,1,madhya-pradesh,4173482937.9684424,1919705.0,2021
barwani district,1,madhya-pradesh,2248538999.422863,1067563.0,2021
katni district,1,madhya-pradesh,2685443831.958799,1402614.0,2021
dindori district,1,madhya-pradesh,1119999389.193341,490349.0,2021
shivpuri district,1,madhya-pradesh,3503136658.4111323,1542033.0,2021
gwalior district,1,madhya-pradesh,13365571399.68047,7162483.0,2021
anuppur district,1,madhya-pradesh,1990314404.9951131,1029032.0,2021
agar malwa district,1,madhya-pradesh,1905456871.832835,811955.0,2021
ashoknagar district,1,madhya-pradesh,1569426631.4587262,744766.0,2021
sagar district,1,madhya-pradesh,5653447301.758538,3149917.0,2021
niwari district,1,madhya-pradesh,590317182.3799707,260101.0,2021
rewa district,1,madhya-pradesh,6260073492.30188,2905406.0,2021
shajapur district,1,madhya-pradesh,3385896058.893326,1726969.0,2021
ujjain district,1,madhya-pradesh,8661804508.825623,4926814.0,2021
bhind district,1,madhya-pradesh,3080179035.102253,1375999.0,2021
tikamgarh district,1,madhya-pradesh,1447720949.1649182,709159.0,2021
seoni district,1,madhya-pradesh,3496206162.087521,1598317.0,2021
harda district,1,madhya-pradesh,1460099482.774878,783753.0,2021
burhanpur district,1,madhya-pradesh,1614553569.2762,901398.0,2021
damoh district,1,madhya-pradesh,1759875819.642134,823880.0,2021
bhopal district,1,madhya-pradesh,101725720745.4144,67309234.0,2021
jhabua district,1,madhya-pradesh,1283708735.787687,597586.0,2021
dhar district,1,madhya-pradesh,7366487165.421755,4368739.0,2021
guna district,1,madhya-pradesh,3799877430.5001893,1882964.0,2021
east nimar district,1,madhya-pradesh,3040530342.986616,1695991.0,2021
chhindwara district,1,madhya-pradesh,6171721022.75809,3281453.0,2021
umaria district,1,madhya-pradesh,1277673278.182812,634168.0,2021
mandla district,1,madhya-pradesh,1727915177.294593,858851.0,2021
indore district,1,madhya-pradesh,53867415617.00962,37457244.0,2021
shahdol district,1,madhya-pradesh,3112033780.186758,1585789.0,2021
ratlam district,1,madhya-pradesh,5101007536.79729,2401427.0,2021
panna district,1,madhya-pradesh,1480548117.25727,633224.0,2021
chhatarpur district,1,madhya-pradesh,2858061843.406745,1313444.0,2021
morena district,2,madhya-pradesh,5471936992.439699,2232701.0,2021
alirajpur district,2,madhya-pradesh,789494451.9712551,337155.0,2021
sehore district,2,madhya-pradesh,7779826903.455323,4199604.0,2021
rajgarh district,2,madhya-pradesh,7622592229.322117,3307789.0,2021
khargone district,2,madhya-pradesh,6344132532.300082,3055934.0,2021
satna district,2,madhya-pradesh,6595997323.027988,3121411.0,2021
narsinghpur district,2,madhya-pradesh,3989323922.923102,1855069.0,2021
jabalpur district,2,madhya-pradesh,12879587251.083899,6808088.0,2021
hoshangabad district,2,madhya-pradesh,5124085752.314121,2539274.0,2021
vidisha district,2,madhya-pradesh,6172397703.696194,2818313.0,2021
balaghat district,2,madhya-pradesh,5854873523.380616,2827665.0,2021
singrauli district,2,madhya-pradesh,5447820052.838381,2696777.0,2021
betul district,2,madhya-pradesh,5192964519.856009,2817683.0,2021
sidhi district,2,madhya-pradesh,3442541641.902777,1411602.0,2021
datia district,2,madhya-pradesh,2030280649.48903,827843.0,2021
dewas district,2,madhya-pradesh,8482648817.275978,4430778.0,2021
sheopur district,2,madhya-pradesh,1455672322.91693,584509.0,2021
neemuch district,2,madhya-pradesh,2946323814.2110047,1431573.0,2021
raisen district,2,madhya-pradesh,5530806419.500374,2995052.0,2021
mandsaur district,2,madhya-pradesh,4866467550.907891,2219684.0,2021
barwani district,2,madhya-pradesh,2884332779.31543,1345781.0,2021
katni district,2,madhya-pradesh,3464169343.490756,1723310.0,2021
dindori district,2,madhya-pradesh,1511466140.246748,608674.0,2021
shivpuri district,2,madhya-pradesh,4908158568.955133,1989814.0,2021
gwalior district,2,madhya-pradesh,15466583871.36842,7475892.0,2021
anuppur district,2,madhya-pradesh,2337702544.040525,1244262.0,2021
agar malwa district,2,madhya-pradesh,2382536115.5125127,973164.0,2021
ashoknagar district,2,madhya-pradesh,2445354252.609435,1025526.0,2021
sagar district,2,madhya-pradesh,7548955784.2791815,3641764.0,2021
niwari district,2,madhya-pradesh,764025684.1628389,334508.0,2021
rewa district,2,madhya-pradesh,8211449728.951237,3692722.0,2021
shajapur district,2,madhya-pradesh,4515078777.196712,2078924.0,2021
ujjain district,2,madhya-pradesh,9676724764.226078,4879699.0,2021
bhind district,2,madhya-pradesh,4392948922.316403,1929431.0,2021
tikamgarh district,2,madhya-pradesh,2309862361.866748,978223.0,2021
seoni district,2,madhya-pradesh,4585663549.528749,1926324.0,2021
harda district,2,madhya-pradesh,2426740999.152869,1022389.0,2021
burhanpur district,2,madhya-pradesh,2161598324.016423,1145247.0,2021
damoh district,2,madhya-pradesh,2419007346.022773,1088303.0,2021
bhopal district,2,madhya-pradesh,127038866031.39792,74643630.0,2021
jhabua district,2,madhya-pradesh,1681131397.822843,771669.0,2021
dhar district,2,madhya-pradesh,9012726646.390882,5029916.0,2021
guna district,2,madhya-pradesh,5355657187.257113,2290014.0,2021
east nimar district,2,madhya-pradesh,3941324464.762269,2100816.0,2021
chhindwara district,2,madhya-pradesh,7484666557.941612,3787673.0,2021
umaria district,2,madhya-pradesh,1625485207.9485872,824921.0,2021
mandla district,2,madhya-pradesh,2209589287.519874,1048839.0,2021
indore district,2,madhya-pradesh,59026805792.65047,34159162.0,2021
shahdol district,2,madhya-pradesh,3815559117.6307197,1858973.0,2021
ratlam district,2,madhya-pradesh,5685659163.113822,2599381.0,2021
panna district,2,madhya-pradesh,2165150098.016077,870375.0,2021
chhatarpur district,2,madhya-pradesh,4026012851.090751,1706850.0,2021
morena district,3,madhya-pradesh,5913102281.242499,2663845.0,2021
alirajpur district,3,madhya-pradesh,866069975.6384857,405281.0,2021
sehore district,3,madhya-pradesh,8629273157.345978,5466240.0,2021
rajgarh district,3,madhya-pradesh,8110477015.611727,4362607.0,2021
khargone district,3,madhya-pradesh,7653424067.128758,4080827.0,2021
satna district,3,madhya-pradesh,7099161854.480458,3863963.0,2021
narsinghpur district,3,madhya-pradesh,4381298516.588237,2306626.0,2021
jabalpur district,3,madhya-pradesh,16293034528.47473,9691966.0,2021
hoshangabad district,3,madhya-pradesh,5790861781.981935,3357514.0,2021
vidisha district,3,madhya-pradesh,5867670567.086285,3335770.0,2021
balaghat district,3,madhya-pradesh,6476841319.0100765,3613826.0,2021
singrauli district,3,madhya-pradesh,6621353481.4017935,3618155.0,2021
betul district,3,madhya-pradesh,6054678740.771477,3654633.0,2021
sidhi district,3,madhya-pradesh,3628172896.5687127,1699469.0,2021
datia district,3,madhya-pradesh,2200901347.428269,1020487.0,2021
dewas district,3,madhya-pradesh,9986506658.490002,6092595.0,2021
sheopur district,3,madhya-pradesh,1463415451.3224978,653005.0,2021
neemuch district,3,madhya-pradesh,4051955941.049946,2073895.0,2021
raisen district,3,madhya-pradesh,5937299649.675722,3839223.0,2021
mandsaur district,3,madhya-pradesh,6258972327.10527,3144346.0,2021
barwani district,3,madhya-pradesh,3713834240.251862,1902146.0,2021
katni district,3,madhya-pradesh,4195234171.667913,2297587.0,2021
dindori district,3,madhya-pradesh,1558066600.475532,732555.0,2021
shivpuri district,3,madhya-pradesh,5208883167.360183,2526203.0,2021
gwalior district,3,madhya-pradesh,19237891487.13366,10677148.0,2021
anuppur district,3,madhya-pradesh,2591714166.696354,1546491.0,2021
agar malwa district,3,madhya-pradesh,2767273784.0270247,1319027.0,2021
ashoknagar district,3,madhya-pradesh,2392758234.455395,1292875.0,2021
sagar district,3,madhya-pradesh,8366148265.5034,4691027.0,2021
niwari district,3,madhya-pradesh,858519029.3008024,415505.0,2021
rewa district,3,madhya-pradesh,8799296257.259958,4556210.0,2021
shajapur district,3,madhya-pradesh,4865959005.856778,2725153.0,2021
ujjain district,3,madhya-pradesh,13233697399.24493,7652620.0,2021
bhind district,3,madhya-pradesh,4279914834.1175466,2080070.0,2021
tikamgarh district,3,madhya-pradesh,2318909825.503695,1201562.0,2021
seoni district,3,madhya-pradesh,4896066893.245604,2537797.0,2021
harda district,3,madhya-pradesh,2408638434.4105773,1238849.0,2021
burhanpur district,3,madhya-pradesh,2670012212.4459763,1523550.0,2021
damoh district,3,madhya-pradesh,2698898323.811194,1339223.0,2021
bhopal district,3,madhya-pradesh,146735124186.2163,103403998.0,2021
jhabua district,3,madhya-pradesh,2216570769.118132,1098652.0,2021
dhar district,3,madhya-pradesh,11371461567.62453,7010257.0,2021
guna district,3,madhya-pradesh,5615584297.407947,3046536.0,2021
east nimar district,3,madhya-pradesh,4694724162.144183,2804269.0,2021
chhindwara district,3,madhya-pradesh,8670292561.634789,5106996.0,2021
umaria district,3,madhya-pradesh,1814397211.744927,1019837.0,2021
mandla district,3,madhya-pradesh,2496120604.483219,1316351.0,2021
indore district,3,madhya-pradesh,81712956761.21712,55970712.0,2021
shahdol district,3,madhya-pradesh,4430769579.6169,2503362.0,2021
ratlam district,3,madhya-pradesh,7531821203.2913065,3779757.0,2021
panna district,3,madhya-pradesh,2190941787.094632,1024773.0,2021
chhatarpur district,3,madhya-pradesh,4585651268.768494,2157963.0,2021
morena district,4,madhya-pradesh,8161920390.34097,3585380.0,2021
alirajpur district,4,madhya-pradesh,1097069368.255401,538522.0,2021
sehore district,4,madhya-pradesh,10809509304.104809,6733399.0,2021
rajgarh district,4,madhya-pradesh,10698887270.45585,5626439.0,2021
khargone district,4,madhya-pradesh,9607110801.106825,5088590.0,2021
satna district,4,madhya-pradesh,9608260177.472307,5204603.0,2021
narsinghpur district,4,madhya-pradesh,5586877149.279159,2973597.0,2021
jabalpur district,4,madhya-pradesh,20920967750.04842,12476449.0,2021
hoshangabad district,4,madhya-pradesh,7212062660.434593,4325760.0,2021
vidisha district,4,madhya-pradesh,7104046806.8143,4079220.0,2021
balaghat district,4,madhya-pradesh,8230285934.994758,4764095.0,2021
singrauli district,4,madhya-pradesh,8571068342.329523,4737504.0,2021
betul district,4,madhya-pradesh,7746768750.9957905,4610618.0,2021
sidhi district,4,madhya-pradesh,4853524424.052965,2313095.0,2021
datia district,4,madhya-pradesh,2916910531.794767,1346093.0,2021
dewas district,4,madhya-pradesh,13007477185.67583,7659615.0,2021
sheopur district,4,madhya-pradesh,2118865209.2492309,936805.0,2021
neemuch district,4,madhya-pradesh,5212505514.716237,2627248.0,2021
raisen district,4,madhya-pradesh,7495214245.35038,4924261.0,2021
mandsaur district,4,madhya-pradesh,8304681268.305336,4090431.0,2021
barwani district,4,madhya-pradesh,4810801435.685824,2495299.0,2021
katni district,4,madhya-pradesh,5480440628.944632,2986585.0,2021
dindori district,4,madhya-pradesh,1890051577.667037,963996.0,2021
shivpuri district,4,madhya-pradesh,7568666954.420719,3613567.0,2021
gwalior district,4,madhya-pradesh,25012279408.26774,13721879.0,2021
anuppur district,4,madhya-pradesh,3206018786.280641,1976049.0,2021
agar malwa district,4,madhya-pradesh,3809022940.100676,1743826.0,2021
ashoknagar district,4,madhya-pradesh,3267926297.0741363,1904746.0,2021
sagar district,4,madhya-pradesh,10789842580.776,6030013.0,2021
niwari district,4,madhya-pradesh,1197608329.229731,575126.0,2021
rewa district,4,madhya-pradesh,12315058116.40924,6195961.0,2021
shajapur district,4,madhya-pradesh,6330602069.012556,3399603.0,2021
ujjain district,4,madhya-pradesh,16998154949.07095,9436286.0,2021
bhind district,4,madhya-pradesh,6047697024.794492,2791109.0,2021
tikamgarh district,4,madhya-pradesh,3028439418.4482484,1642235.0,2021
seoni district,4,madhya-pradesh,6441935673.1668215,3363427.0,2021
harda district,4,madhya-pradesh,3025411186.413455,1580357.0,2021
burhanpur district,4,madhya-pradesh,3462220827.242929,1978706.0,2021
damoh district,4,madhya-pradesh,3520991600.58956,1739709.0,2021
bhopal district,4,madhya-pradesh,190196223229.1758,134176541.0,2021
jhabua district,4,madhya-pradesh,2807693750.353518,1397183.0,2021
dhar district,4,madhya-pradesh,14454487270.11535,8770665.0,2021
guna district,4,madhya-pradesh,7498880363.30854,4200430.0,2021
east nimar district,4,madhya-pradesh,5993739803.201769,3570045.0,2021
chhindwara district,4,madhya-pradesh,11185696130.66646,6522234.0,2021
umaria district,4,madhya-pradesh,2278425751.557569,1309452.0,2021
mandla district,4,madhya-pradesh,3242362406.5982113,1725231.0,2021
indore district,4,madhya-pradesh,107685836352.748,73486993.0,2021
shahdol district,4,madhya-pradesh,5504205891.76788,3279007.0,2021
ratlam district,4,madhya-pradesh,9709336936.032011,4743942.0,2021
panna district,4,madhya-pradesh,2815048065.355287,1348289.0,2021
chhatarpur district,4,madhya-pradesh,6048373564.2584915,2997869.0,2021
morena district,1,madhya-pradesh,9415969484.468203,4279893.0,2022
alirajpur district,1,madhya-pradesh,1361990355.468534,623826.0,2022
sehore district,1,madhya-pradesh,12240349684.93433,7782311.0,2022
rajgarh district,1,madhya-pradesh,11950279299.2249,6852793.0,2022
khargone district,1,madhya-pradesh,11164906516.662941,5882191.0,2022
satna district,1,madhya-pradesh,11201065191.23208,5959975.0,2022
narsinghpur district,1,madhya-pradesh,6660032550.532135,3450508.0,2022
jabalpur district,1,madhya-pradesh,23727705882.80347,14198131.0,2022
hoshangabad district,1,madhya-pradesh,8166487653.562495,4978689.0,2022
vidisha district,1,madhya-pradesh,8192898968.5959835,5048959.0,2022
balaghat district,1,madhya-pradesh,10220279128.06822,5418739.0,2022
singrauli district,1,madhya-pradesh,9581158761.949295,5324750.0,2022
betul district,1,madhya-pradesh,8585764570.494625,5242599.0,2022
sidhi district,1,madhya-pradesh,5497384684.101099,2630276.0,2022
datia district,1,madhya-pradesh,3314862682.470718,1623377.0,2022
dewas district,1,madhya-pradesh,14573666819.38713,8873232.0,2022
sheopur district,1,madhya-pradesh,2392801590.284674,1111291.0,2022
neemuch district,1,madhya-pradesh,6045853448.036171,3135245.0,2022
raisen district,1,madhya-pradesh,8576398167.6667795,5782830.0,2022
mandsaur district,1,madhya-pradesh,9758545857.562168,5084917.0,2022
barwani district,1,madhya-pradesh,5738889223.990642,2942467.0,2022
katni district,1,madhya-pradesh,6115245027.187626,3425402.0,2022
dindori district,1,madhya-pradesh,2178200710.7588882,1108997.0,2022
shivpuri district,1,madhya-pradesh,8135033650.721509,4407500.0,2022
gwalior district,1,madhya-pradesh,27692015434.85801,15549106.0,2022
anuppur district,1,madhya-pradesh,3701936758.689854,2263667.0,2022
agar malwa district,1,madhya-pradesh,4457490708.999513,2241646.0,2022
ashoknagar district,1,madhya-pradesh,3607089308.1000843,2386761.0,2022
sagar district,1,madhya-pradesh,11999611899.06628,7000254.0,2022
niwari district,1,madhya-pradesh,1312980782.8749971,698302.0,2022
rewa district,1,madhya-pradesh,13988188476.3059,6925395.0,2022
shajapur district,1,madhya-pradesh,7133632284.901957,4089624.0,2022
ujjain district,1,madhya-pradesh,19317822240.98006,11174270.0,2022
bhind district,1,madhya-pradesh,6627624982.746058,3191338.0,2022
tikamgarh district,1,madhya-pradesh,3313722889.524501,2146517.0,2022
seoni district,1,madhya-pradesh,7776610030.837168,4010669.0,2022
harda district,1,madhya-pradesh,3394808512.7281427,1854570.0,2022
burhanpur district,1,madhya-pradesh,3860094714.524486,2342461.0,2022
damoh district,1,madhya-pradesh,4151432646.449275,2115948.0,2022
bhopal district,1,madhya-pradesh,221096758835.2795,159892411.0,2022
jhabua district,1,madhya-pradesh,3430325105.6724687,1628225.0,2022
dhar district,1,madhya-pradesh,16593117838.03894,10117283.0,2022
guna district,1,madhya-pradesh,8067958826.922112,5024607.0,2022
east nimar district,1,madhya-pradesh,6851582451.891875,4170972.0,2022
chhindwara district,1,madhya-pradesh,12667985167.90129,7709009.0,2022
umaria district,1,madhya-pradesh,2646527299.427858,1518582.0,2022
mandla district,1,madhya-pradesh,3886984726.338491,1993473.0,2022
indore district,1,madhya-pradesh,117708333766.98831,82698834.0,2022
shahdol district,1,madhya-pradesh,6515900645.231527,3800096.0,2022
ratlam district,1,madhya-pradesh,10989756673.03947,5644515.0,2022
panna district,1,madhya-pradesh,3276953685.502316,1607145.0,2022
chhatarpur district,1,madhya-pradesh,6802122995.65275,3738480.0,2022
